index_in_dataset,dataset,start_time,ttft,finish_time,throughput,generated_text
12,samsum,1588277.792889451,1.3470155880786479,1.3470155880786479,114.3268135594942,"Luke and Martial are planning to attend team selection tomorrow despite their injuries, and will let Jose know in the morning that they are ready to play."
13,samsum,1588279.140276058,2.7278751789126545,2.7278751789126545,78.44933729163573,"Sally and Rita are excited about Borns' new album, with ""God Save Our Young Blood"" and ""Faded Heart"" being their favorite tracks. They're also looking forward to Florence's new single, which is coming out tomorrow."
14,samsum,1588281.868438103,2.5158728670794517,2.5158728670794517,85.45741830332727,"Martin won two cinema tickets by writing a short review on Facebook for a movie magazine. He won tickets to see a new film with Redford, which he thinks is pretty cool, and they can go see it by the end of the week."
15,samsum,1588284.384601696,1.7611476220190525,1.7611476220190525,72.11206965966996,"Max is working on a music project and shares it with Jim, who promises to listen to it when he gets home and give his feedback."
16,samsum,1588286.146072654,1.4171241838485003,1.4171241838485003,95.9690064921927,Wanda wants to have a party and needs Gina's help. Gina will try to borrow her father's car to go grocery shopping with Wanda on Friday.
17,samsum,1588287.563528755,1.318644393933937,1.318644393933937,99.34444843706892,"Madison saw an offer for a trip to Thailand, which is not too expensive, except for the tickets, but children under 12 get 50% off."
18,samsum,1588288.882466455,2.194894181098789,2.194894181098789,66.51801314945887,"Charlee is in a theatre class in Portuguese at her university, where they are preparing a performance of a Polish play translated into Portuguese."
19,samsum,1588291.077687294,0.8379843309521675,0.8379843309521675,58.473647048177256,Jesse broke his razor and wants to borrow Stig's.
20,samsum,1588291.915965441,2.076136429095641,2.076136429095641,30.82649054420678,Meg can meet Ann at home at 7 pm after Ann's extra math classes.
21,samsum,1588293.992417957,2.632815761025995,2.632815761025995,62.67054552108133,Jones and Angelina meet up after a long time and catch up. They plan to meet in town later in the afternoon and Jones will call Angelina to confirm the meeting spot.
22,samsum,1588296.625508284,1.826413552975282,1.826413552975282,117.1695203703387,"Bella wants to talk to Clara about something, but it's not dramatic. Clara suggests they have a drink and a snack at her place after 7:30. Bella will bring the wine and park along the road as Clara's drive is taken"
23,samsum,1588298.452243634,2.0649772309698164,2.0649772309698164,122.03524388578765,"Gary is driving for Uber and loves it, meeting many cool people and having fun. Ellie is surprised because she thought Gary would be awkward and uncomfortable around new people, but he's actually enjoying himself and his social skills may be improving."
24,samsum,1588300.517528421,2.8402300749439746,2.8402300749439746,74.9939245693684,Elena wishes Dorothea a happy birthday and hopes all her dreams come true. Dorothea is celebrating with Tom and plans to eat out in town. Elena invites them to enjoy themselves and promises to see them at Dorothea
25,samsum,1588303.358068952,1.936276065884158,1.936276065884158,132.72900725684826,"Charles and Camilla are planning to visit the German markets in Birmingham and Manchester this weekend, where they will indulge in sausages and beer. Camilla is interested in trying the mulled wine, which Charles recommends, and they discuss their plans for"
26,samsum,1588305.294653515,1.7782381759025156,1.7782381759025156,63.54604323048497,"Mary is broke and asks Carter to lend her a few bucks, and he agrees to meet her at the train station in an hour."
27,samsum,1588307.073259118,2.0108895269222558,2.0108895269222558,48.73465135103309,"Chloe hasn't watched the series Biwott told her about yet, but plans to watch it over the weekend."
28,samsum,1588309.084488112,2.366000310983509,2.366000310983509,93.40658112937179,"Iris is trying to remove herself from an expense in the group, but it involves a person who has left the group, so she needs to add them back to edit it. Luke suggests deleting the expense and re-adding it, and Iris tries"
29,samsum,1588311.450790129,2.1408215190749615,2.1408215190749615,20.552857680079835,Alex will join Huda for swimming in 2 hours.
30,samsum,1588313.591923835,1.8225884209387004,1.8225884209387004,106.99069398211572,"Tina and Steve are planning to have pasta for dinner, but they need to do some shopping first. Steve offers to help Tina with the shopping list, and they agree to meet in the car park after work."
31,samsum,1588315.414796842,1.1720064259134233,1.1720064259134233,70.81872433874459,"Christie and Katie are both tired after the party, but they agree it was great fun."
32,samsum,1588316.587148045,2.1401075329631567,2.1401075329631567,119.62015742524243,"Jess had a dream about being a lion tamer and wondered if it meant she should go to Africa. Her friends Lynn and Charlie joked about the dream, but then started discussing the meaning of dreams. They talked about how dreams can reflect our subconsciousness"
33,samsum,1588318.727629077,2.401436346117407,2.401436346117407,65.3775396769664,"Sophie is waiting for Tina to arrive at the bus, which is leaving in 3 minutes. Tina is almost there and is already dressed, but Sophie is getting impatient."
34,samsum,1588321.1293427,0.7401599551085383,0.7401599551085383,95.92521117896528,Louisa will lend Thelma her red velvet dress so she can look wonderful.
35,samsum,1588321.869881593,2.085946117993444,2.085946117993444,40.74889531747106,"Tobias and Trevor are going to grab a beer after work, meeting at Tobias' place at 9."
36,samsum,1588323.956182478,2.7107949149794877,2.7107949149794877,89.64160241603477,"Anna is enthusiastic about an app that helps with outfit choices, but Peter is skeptical, saying he already knows what to wear. Anna suggests a game to demonstrate the app's usefulness, asking Peter to count his clothes, including 5-6 pairs of"
37,samsum,1588326.667288909,2.9152096940670162,2.9152096940670162,72.3790128817915,"Peadar invites friends for a drink, but Clare and Annette are unavailable. Annette is home sick with lung lurgy. Oli asks if people are at Jesus bar, and James says he's heading there. Anne double books herself,"
38,samsum,1588329.582799831,2.653240895131603,2.653240895131603,89.32471998108736,"Martin wants to talk to Nicole about something, but prefers to do it in person. Nicole is busy at work due to recent departures, but Martin eventually tells her that he's asexual, which he thinks could be a problem in their relationship."
39,samsum,1588332.236331164,1.705038984073326,1.705038984073326,122.5778424729624,"Dan will split the BBQ costs equally among everyone, but Sara removes herself since she didn't eat. Ken jokes that there are no leftovers for Sara, but Dan and others praise the food and thank him for cooking."
40,samsum,1588333.941638573,1.3043849598616362,1.3043849598616362,93.53067058741712,"Andrea is taking her sick son to the doctor and will be absent from work for a couple of days, which is okay with Patrick."
41,samsum,1588335.246341609,1.704678287031129,1.704678287031129,148.41510091656372,"Guido is having trouble understanding Agata's posts on Facebook, but she explains that they are actually her Twitter posts being shared on Facebook. She also corrects him that she is learning JavaScript, not Java. Guido is impressed by her coding skills"
42,samsum,1588336.951315912,2.162771206116304,2.162771206116304,114.20533031949265,"Julia and Gail discuss their social media habits, with Gail jokingly admitting to ""spying"" on their friends by looking at their posts. They share examples of friends who post about their charitable activities but don't actually follow through, and"
43,samsum,1588339.114381975,2.2986028229352087,2.2986028229352087,56.991142050682384,"Robert asked Gabriel to grab coffee, but Gabriel had quit his office job a month ago and is now at home considering his next steps."
44,samsum,1588341.413342736,2.1367548620328307,2.1367548620328307,54.755930162569264,Willy likes Vinny's car and wants to borrow it for a day. Vinny agrees to carpool with Willy a couple of days a week.
45,samsum,1588343.550424175,2.6032479309942573,2.6032479309942573,85.6622211603294,"Quinn and Kyle are going out tonight after school is over for a bit. Kyle is leaving school at Easter and is working for his uncle at a building site, while Quinn has GCSES and is stuck in school. Quinn is jealous of Kyle's"
46,samsum,1588346.153972742,1.4685309901833534,1.4685309901833534,108.2714638389402,"Mark and Jeff are excited about a new car and are eager to be the first one to try it out, with Mark willing to bet Jeff $100 that he'll get to drive it first."
47,samsum,1588347.622808928,1.0144978570751846,1.0144978570751846,52.24259433410727,Mike will refill the hand sanitizer by the restrooms.
48,samsum,1588348.637627782,1.2662588560488075,1.2662588560488075,115.30027948280149,"Jill is bored and needs to find a job, as she has already watched everything on YouTube. Nate is still at work and will call her when he gets off."
49,samsum,1588349.904211756,1.7313827949110419,1.7313827949110419,61.22274075470772,Alexa confesses to Hunter that she asked Ethan to insult him because she was jealous of their interaction.
50,samsum,1588351.635927519,1.2789560758974403,1.2789560758974403,103.20917386265664,"Anne hates Miranda because she called Tom, who Anne is dating, and was being sweet to him, likely trying to take him away from Anne."
51,samsum,1588352.915279794,1.9550411358941346,1.9550411358941346,36.31637140337115,"Gene sent a package to Jack on Friday, but Jack hasn't received it yet."
52,samsum,1588354.870677977,2.3019446849357337,2.3019446849357337,56.9084048184491,"Greg needs to stay after hours and asks Betsy to pick up Johnny, but she can't because she also has long hours at work on Tuesdays."
53,samsum,1588357.17299232,2.710691401967779,2.710691401967779,82.26683415091702,"Rael hates his job and is considering quitting, but wants to find a new job first. Zach suggests he consider a career in IT, which he thinks is a good place to work with good money and no stress. Rael is hesitant because he"
54,samsum,1588359.883972199,1.1031318460591137,1.1031318460591137,93.37052535285117,"Natalia and her friends, Harriet and Lara, will book a flight today to avoid it getting more expensive."
55,samsum,1588360.987454153,1.6855122081469744,1.6855122081469744,57.54927168794599,"Natalie asks Monica to send her the recipe for her famous cheesecake, and Monica sends it to her."
56,samsum,1588362.673330568,3.1328163859434426,3.1328163859434426,95.12207652420643,"Nancy and Phil discuss the benefits of reading news online, with Phil preferring Twitter for its concise and reliable information. Vic prefers Facebook for its interactive features and ability to share content with friends. They also discuss other social media platforms, including Instagram, where"
57,samsum,1588365.80645507,0.8381784071680158,0.8381784071680158,112.14796181352519,"The guy with dreads is considered awkward but also cool by Dan, while Amanda is not convinced."
58,samsum,1588366.645082956,1.6884647710248828,1.6884647710248828,110.75149639426158,"Jane asks David if he's coming home for Christmas and if he knows what his dad would like for a gift. David suggests getting his dad an iPad, which can be ordered online and shipped home."
59,samsum,1588368.333858283,3.0622911110986024,3.0622911110986024,74.12750511448382,"Sebastian is happy with his life in the past year, having learned to be resourceful and responsible, and is able to pursue his dreams. He is also in a loving relationship. Kevin is happy for him, but feels envious and wishes he"
60,samsum,1588371.396452321,0.6321269110776484,0.6321269110776484,52.20470671584236,Tony has posted a photo of a cat.
61,samsum,1588372.02893935,2.2769635119475424,2.2769635119475424,53.58012957161989,"Colin tells Ava that she is officially shorter than penguins because their average height is 162cm, and Ava is 158cm tall."
62,samsum,1588374.30627864,1.863499604165554,1.863499604165554,98.20232834551341,"Natalie wants to go to a new club at Regents Street and asks Judy if she can go with her. Judy is going on Saturday with her friends Miranda and Helen, and Natalie is going on Friday."
63,samsum,1588376.17009215,1.241473917849362,1.241473917849362,45.913167550666394,Tiffany asked Railey to buy her a burger on her way home.
64,samsum,1588377.411897805,2.049036149866879,2.049036149866879,54.659845804709875,"Precious asked Rhonda to send the content for the November email blast, but Rhonda told her it's on the Dropbox."
65,samsum,1588379.461313264,2.442112134071067,2.442112134071067,76.57306042219525,Kate broke her arm and needs to know if her medical insurance covers hospital costs. Greg suggests she call Linda or ask someone at the reception to find out what kind of package she has.
66,samsum,1588381.903785076,1.4841488539241254,1.4841488539241254,115.891340376828,"The group is mocking Donald Trump for not attending a ceremony, calling him names such as ""pussy"", ""sissy boy"", and ""snowflake"", and making jokes about his hair and makeup."
67,samsum,1588383.388248955,1.4410943251568824,1.4410943251568824,44.410694624748274,Randolph asks Maya to buy 5 packs of earplugs from the pharmacy.
68,samsum,1588384.829679468,2.2911325939930975,2.2911325939930975,98.64117013241743,"Olivia needs to do her accounts and upload videos to YouTube, but is putting it off until the last minute. Jake has also had issues with copyright strikes on YouTube, including a claim from Sony Music on one of his own pieces."
69,samsum,1588387.121121048,1.0985674599651247,1.0985674599651247,101.04067710463937,"Mia and Steven are going to the movie at 9pm. They will meet at 8pm to grab something to eat, possibly Chinese."
70,samsum,1588388.22029208,1.6351159340701997,1.6351159340701997,51.372504083489446,"Sara will do the washing up, but only after she gets back from the cinema with Jack."
71,samsum,1588389.855784432,1.41314751887694,1.41314751887694,62.272338042906924,Paul will be late coming home and will call Lena in 15 minutes to explain what happened.
72,samsum,1588391.269287998,1.007376644993201,1.007376644993201,108.20183348675478,"There is a car accident on Circle Drive, near the Circle Mall, but fortunately, there are no reported deaths."
73,samsum,1588392.277298766,1.3885520750191063,1.3885520750191063,68.41659143298087,"Iris is excited because Pete has been interviewed, which makes him famous in her parents' eyes."
74,samsum,1588393.666205929,1.8520411590579897,1.8520411590579897,78.29199653087184,"Derek asks Judy to feed his animals on Friday and Saturday, and she agrees. He will give her his keys on Thursday and provide more details later."
75,samsum,1588395.518613175,1.9406816898845136,1.9406816898845136,121.09147070583451,"Wayne picks up Tommy from the station, but his mother had texted him to take a bus instead. Tommy enjoyed their weekend together, particularly angling, and they plan to do it again. Wayne sends Tommy some photos and they say their good"
76,samsum,1588397.459573931,2.1133376718498766,2.1133376718498766,51.10399603365983,Tilly is running late because she had to go to detention after school. She will be home in about 40 minutes.
77,samsum,1588399.573272961,1.8052523010410368,1.8052523010410368,45.42301369881261,Carmen is offering to help Viola with last-minute preparations before her wedding.
78,samsum,1588401.37888075,1.409575283061713,1.409575283061713,80.8754249382003,William is making spaghetti and asks Olivia to buy fresh tomatoes and Beth to get some chocolate for after dinner.
79,samsum,1588402.7888022,2.990610552020371,2.990610552020371,80.919931161385,"Leah met a creepy guy at a poetry reading who seemed normal at first but turned out to be stalking her by googling her and knowing intimate details about her life, including her friends and a past event she attended. He even tried to walk her"
80,samsum,1588405.779706708,1.729152939049527,1.729152939049527,90.79590153910796,"Jasmine and Paola are discussing music, specifically a new song by Charlie Puth and another song called Galway Girl, which Paola has been listening to a lot."
81,samsum,1588407.509179684,3.129185607889667,3.129185607889667,77.65598799487,"Stanley is upset with his girlfriend Del because she accused him of having an affair after he told her he couldn't go for the weekend due to work. He's considering giving up on the relationship. Bill is concerned about the Lidem project, which"
82,samsum,1588410.638651208,1.4474494298920035,1.4474494298920035,89.81315499892767,Ali thinks he left his wallet at Mohammad's place and asks him to check. Mohammad finds it and agrees to bring it to uni tomorrow.
83,samsum,1588412.086450125,1.0891517689451575,1.0891517689451575,73.45165502277054,"Tanya is relieved to hear that Rosie is feeling better, but not fully recovered."
84,samsum,1588413.175918461,2.560245512984693,2.560245512984693,77.72692071550942,"Igor is demotivated at work and has a lot to do before his notice period ends. John advises him to grit his teeth and get the work done, suggesting that how he ends things will reflect his character."
85,samsum,1588415.736460211,1.1568266320973635,1.1568266320973635,93.35884652326214,"Kamden hasn't been on social media but uses Facebook chat to stay in touch with friends, including Mckinley."
86,samsum,1588416.893743413,1.1718928730115294,1.1718928730115294,113.49160240066713,Chris and his friends pushed some girls into a pool and got them to undress because they were already wet. June thinks this is awful.
87,samsum,1588418.066124097,1.2470087250694633,1.2470087250694633,113.07058015343537,"Vincent broke his lamp with his bare hand while playing with his cat, and he has already ordered a new one to be ready for pickup on Tuesday."
88,samsum,1588419.313658473,1.3063238610047847,1.3063238610047847,32.151292075224646,Tobias found Natalie's wallet in her room.
89,samsum,1588420.620295281,2.626049346057698,2.626049346057698,66.25922710143047,"Margaret and Evans will meet on December 4th at 10:00 and on December 11th at 11:00. They are unsure about meeting on December 18th, but may meet on December 14th if Evans is"
90,samsum,1588423.246626924,1.5702358589041978,1.5702358589041978,106.99029642415643,"The agreement is about the Caspian Sea, which will have a special legal status as it's neither a sea nor a lake. It's rich in resources, including gas, oil, and caviar."
91,samsum,1588424.817153849,1.9544776550028473,1.9544776550028473,81.3516591468877,"Aimee is looking for Maryam and has tried calling and visiting her home, but can't find her. Soren suggests that she might have gone somewhere with her father."
92,samsum,1588426.77192337,2.104901971993968,2.104901971993968,58.4350253059445,"Charlie's sister just passed her last exam at university and they want to celebrate, so they're planning to go out tonight."
93,samsum,1588428.87717838,1.172503944952041,1.172503944952041,37.526526191602485,Patricia asks George to call her in an hour.
94,samsum,1588430.049975772,1.4857853990979493,1.4857853990979493,41.72877189238868,Joe invites Pete to watch Deadpool 2 with his friends tonight.
95,samsum,1588431.536097248,2.2846022048033774,2.2846022048033774,39.39416665657372,Isabella thanks Betty for sharing about her work and invites her to do something together.
96,samsum,1588433.82103576,1.11312594008632,1.11312594008632,72.7680463485728,"Tom and Elena are standing a few meters away from Jeffrey, but he can't see them."
97,samsum,1588434.93459072,2.12314250995405,2.12314250995405,46.15799436003048,"Milena, Kate, and Regina had a good presentation with a small but interested audience of 3 people."
98,samsum,1588437.058069888,1.2610794350039214,1.2610794350039214,135.5981195581611,"Bella and Eric's boss appreciated their decision to dismiss a client request, which was actually a competitor of their current client, and they are happy with the outcome."
99,samsum,1588438.319404109,1.5365138601046056,1.5365138601046056,57.923330411052,"Ryan and Jack are going to a dance casting together, with Jack inviting Ryan to join him."
100,samsum,1588439.856249006,2.7100677778944373,2.7100677778944373,84.13073719401311,"Sonia and Toni are reminiscing about their trip to San Sebastian last year. Toni recommends an Airbnb place they stayed in, which was small but had a great location next to the Playa de la Concha. Sonia is planning a trip to San"
101,samsum,1588442.56659296,2.6020974670536816,2.6020974670536816,88.00592710283581,"Nathan and Deborah are planning a trip with their girls, Sofie and Lucy, and need to pack everything today. They will take boots, warm jackets, and bicycles, and plan to have some alone time while the rest of the family is hiking"
102,samsum,1588445.169074935,1.6231995790731162,1.6231995790731162,78.24053285703775,"Ross wants to do karaoke tonight and Chandler is initially hesitant but eventually agrees, joking that he'll record everything."
103,samsum,1588446.792608551,1.7532362630590796,1.7532362630590796,124.34148471217992,"Judy is attracted to jerks, including Andrew who only wanted to sleep with her and then stopped contacting her. She also mentions Bruce, who is a sweet and caring guy, but she doesn't feel the same level of attraction."
104,samsum,1588448.546142729,1.608594227116555,1.608594227116555,106.92566036887641,"Kristina and Estefania are watching America's Top Model on TV, and Estefania wants to look like Tyra Banks. Jannette joins in, having just arrived home, and shares a photo."
105,samsum,1588450.155020033,1.5894565389025956,1.5894565389025956,75.49750311691523,"Avril invites Frank to join her for horse racing and mushroom picking, but Frank is only interested in the horse racing."
106,samsum,1588451.74484842,1.419756290037185,1.419756290037185,98.60847314600258,"Jim is helping Finn track his shipment. Finn's order number is 45678, and the package has left the warehouse and will be delivered tomorrow."
107,samsum,1588453.165289994,1.7268155189231038,1.7268155189231038,81.07409185626753,"Tom and Ben are meeting at 2pm in the Oval Room to discuss a contentious issue, and Tom is warning Ben to be prepared for a fierce argument."
108,samsum,1588454.892461301,2.181136728031561,2.181136728031561,102.24026634096147,Karen is stuck in traffic on the road from the swimming pool to Waitrose due to blocked roads and vans. Peter is working on a presentation for the repairs team and is not leaving until 6. Karen offers to help him if needed.
109,samsum,1588457.073887785,1.668610627995804,1.668610627995804,95.88815827703235,"Jose and Ricky wish each other a Merry Christmas and a Happy New Year, looking forward to adventures in 2019, including traveling to Cuba, Mexico, and Thailand."
110,samsum,1588458.742787329,2.0330961600411683,2.0330961600411683,106.24190052851519,"Jen is fed up with her boyfriend and wants him to move out because he's being a pain and owes her money. Jane advises her to get rid of him, saying she was right from the beginning that he's no good. Jen feels guilty"
111,samsum,1588460.776207946,1.952654326101765,1.952654326101765,51.724464822011846,"Emma is waiting for William to return with Shake, but he's been in line for 20 minutes due to a rush."
112,samsum,1588462.729225349,1.9687666289974004,1.9687666289974004,93.96746027446216,"Marta thinks Jay is a pathological liar because he claims to have a lot of money and travel the world, but she found out he actually lives in a small apartment in the outskirts of town."
113,samsum,1588464.698289904,1.916673987871036,1.916673987871036,128.8690729686156,"Claire and Aaron are attending a conference at school, where Aaron is giving two lectures and hosting the event. Claire is interested in attending Jo's workshop on teamwork and Aaron recommends a mindfulness workshop, which he found life-changing."
114,samsum,1588466.615265018,1.6187694750260562,1.6187694750260562,101.92927562915906,"Ann congratulates Sue and Julie on their achievement, saying they did great. They're glad it's over and Ann suggests a celebration tonight, which they both agree to."
115,samsum,1588468.2343224,1.6681634858250618,1.6681634858250618,132.48101992275355,"David is considering getting a new tattoo, possibly a skull and rose on his back, but is unsure what to add to make it more personal. Mike suggests they brainstorm ideas together and possibly get tattoos at the same time."
116,samsum,1588469.902785172,1.820166221121326,1.820166221121326,147.78870021787387,"John plays a game where players from around the world battle each other in tank squadrons, but the game prevents higher ranked players from interacting with lower ranked ones. Andrew compares this to World of Warcraft, where a player with a lot of experience can easily"
117,samsum,1588471.7232848,3.1495045309420675,3.1495045309420675,69.53474676681718,"Dima's laptop is broken after the cat spilled coffee on it, and she needs to deliver a translation tomorrow. Nada lends Dima her laptop, which is a huge relief, and they discuss the importance of having a backup laptop."
118,samsum,1588474.873098467,2.1931291550863534,2.1931291550863534,93.47374709991863,"Stefano and Josie discuss Umberto Eco's novel Foucault's Pendulum, which Josie finds weird and nerdy. Stefano defends Eco's work, suggesting that it's not all about pizza and mafia, and recommends The Name"
119,samsum,1588477.066548928,2.1009162480477244,2.1009162480477244,113.75988939211197,"Fiona is preparing a dinner for Chris and wants to make a tart that Tina made. Tina agrees to help and they start preparing the tart, but Fiona admits she bought the crust and made a mistake with the filling last time, ending up with lemon"
120,samsum,1588479.167753672,1.2955614801030606,1.2955614801030606,74.09914656644723,"Ewan graduated and his uncle Jayson congratulated him, joking about the spelling of ""graduated""."
121,samsum,1588480.46365238,1.9751635750290006,1.9751635750290006,135.17867754121565,"Bobby is annoyed by pharmaceutical companies inventing illnesses to sell medical products, and he believes they are lying to people. He found a commercial for a non-existent illness and discovered that it was actually a mint being sold as a medical product. He thinks"
122,samsum,1588482.439123432,2.5069024960976094,2.5069024960976094,79.38082965323741,Adele is still listening to a song Kode recommended and is impressed that it's been in Kode's music library for 3 years. Kode offers to give Adele the whole album on a USB drive and says he's free to
123,samsum,1588484.946352865,3.0548139209859073,3.0548139209859073,84.78421491427885,"David and Victor discuss Victor's takeover of Chris's company, which was struggling with debt. Victor accommodated Chris's employees in his own office, allowing Chris to still work as Director. David appreciates Victor's help and they discuss the slow market,"
124,samsum,1588488.001453383,1.5343507330399007,1.5343507330399007,88.63683972083281,"Miriam invited Pegah over to her place, but Pegah will be late, returning at 22:00 after working a late shift, and will likely be tired."
125,samsum,1588489.536110353,2.036540444009006,2.036540444009006,100.66090295582337,"Steffen is looking for a ride to the infinity pool but can't walk due to a twisted ankle. Irene offers a lift but they can only park at the bottom and hike up, which Steffen can't do. Dan suggests Mr. Budd"
126,samsum,1588491.572947533,2.3490830189548433,2.3490830189548433,46.826782668984315,"Jeremih wants Hansel to tell his sister to text back, but Hansel doesn't want to get involved in their issues."
127,samsum,1588493.92238837,2.860322513151914,2.860322513151914,77.26401445425483,"Katy invites Carlton to join her and Ana to see a film by Lola Arias, which is about the making of a play he saw last year. They plan to meet at their place for dinner and drinks before grabbing an Uber. Carlton agrees to"
128,samsum,1588496.78303932,1.654216050868854,1.654216050868854,119.69415959662781,"Duncan wishes Carl good luck in the championship, and Carl is confident in his new 6 speed hydrolic shift gearbox. Duncan and his friends will attend the championship to watch Carl's cousin compete."
129,samsum,1588498.437523666,1.7247679259162396,1.7247679259162396,123.49487533915561,"Will asks Emma what she wants for dinner, but she tells him not to worry about it and that she's not hungry. She says she'll be home soon and Will offers to pick her up, but she declines. They exchange ""I love you"
130,samsum,1588500.162576337,0.8120316287968308,0.8120316287968308,84.9720596502328,Marcus will pick Mark from the airport in Sydney on Thursday at 4 PM.
131,samsum,1588500.975167488,2.3569886591285467,2.3569886591285467,105.64327453830991,"Inez proposes a new Food Evening and shares a photo of her idea. The group is excited and happy about the prospect of another evening together. They discuss the previous evening's event, which was a success, and decide to explore more world cuisines"
132,samsum,1588503.332452993,2.389751168200746,2.389751168200746,63.18649489925286,"Linda missed the train and the next one is in an hour, which is not a tragedy, but it was expensive, costing 80 euros for a return ticket to Amsterdam."
133,samsum,1588505.722500107,1.7474221279844642,1.7474221279844642,49.21535479191586,Daniel wants to know when Missy gets out of work so they can have drinks after dinner.
134,samsum,1588507.470277883,2.105668078875169,2.105668078875169,85.95846696630778,"Kaylin is joking about Cynthia's appearance and making funny GIFs. Amir is laughing and joking back with her, and they're both making plans for the next day, which Amir is dreading."
135,samsum,1588509.576259587,2.2544073909521103,2.2544073909521103,66.53633260874383,"Alex wants Martin to buy milk, but Martin just bought some yesterday. Alex is craving milk and Martin agrees to buy more, finishing his project first."
136,samsum,1588511.831061057,1.7997114730533212,1.7997114730533212,125.5756844271138,"Linda asked if Jamie was at school, and Helen said yes, but Jack is sick with a high fever and terrible cough. Helen recommends a pediatrician, Dr. Tornez, who treats each case individually. Linda thanks her and asks about the"
137,samsum,1588513.631089688,0.7705560529138893,0.7705560529138893,58.39938552144345,The audition starts at 7:30 P.M. on Antena 3.
138,samsum,1588514.402100341,1.075605700025335,1.075605700025335,75.30640642578607,"Mike asked Ann for John's new phone number, but Ann told him to ask Mary instead."
139,samsum,1588515.478267073,1.9731202311813831,1.9731202311813831,126.70287195338085,"Parker and Jason are discussing the Arrowverse and its connection to the DC Universe. They both prefer the DC Universe over the Marvel universe. Jason is still downloading the latest episode of Arrow Season 7, and Parker will come over once it's done"
140,samsum,1588517.451710821,2.2051808810792863,2.2051808810792863,39.90602347183872,Helen forgot her laptop at home and needs Debbie to bring it to work for a presentation.
141,samsum,1588519.657242469,2.4573222489561886,2.4573222489561886,67.55320759029989,"Matt needs to find out what internet connection they have at home so he can use it for an application, but Nick doesn't know and usually just uses his mobile service."
142,samsum,1588522.114848594,1.2302928189747036,1.2302928189747036,85.34553594119527,"Harry sent Jacob a song 3 days ago and Jacob forgot to listen to it, promising to do so later that night."
143,samsum,1588523.345784657,1.0807890510186553,1.0807890510186553,69.39374518025667,"Adelle was supposed to clean the hamster cage after school, but she didn't."
144,samsum,1588524.427214911,2.4680965889710933,2.4680965889710933,95.21507426010723,"Adam is worried about May's mental health, as she's been feeling depressed, bored, and unhappy, and has trouble sleeping. Karen agrees that it's serious and suggests May see a specialist, but May is resistant to the idea. Adam wants to"
145,samsum,1588526.895605296,2.2301632440648973,2.2301632440648973,71.29522936186152,"Erin wants to do an interview with Ashley, who is free and at the camp. They agree to meet at the restaurant, where the wifi is better, and Erin is on her way."
