index_in_dataset,dataset,start_time,ttft,finish_time,throughput,generated_text,ROUGEL
17,samsum,1576036.62331943,1.32576320390217,1.32576320390217,101.07385663261178,"Madison saw an offer for a trip to Thailand, which is not too expensive, except for the tickets. Children under 12 get a 50% discount.",1.0
18,samsum,1576037.94937573,2.21818077005446,2.21818077005446,65.81970323203888,"Charlee is in a theatre class in Portuguese at her university, where they are preparing a performance of a Polish play translated into Portuguese.",1.0
19,samsum,1576040.167902267,0.8490449509117752,0.8490449509117752,57.71190317706938,Jesse broke his razor and wants to borrow Stig's.,1.0
20,samsum,1576041.017272385,2.098977528978139,2.098977528978139,30.49103628620436,Meg can meet Ann at home at 7 pm after Ann's extra math classes.,1.0
21,samsum,1576043.11657111,2.567248572129756,2.567248572129756,60.76544425559244,Jones and Angelina are catching up after a long time and plan to meet in town later in the afternoon. Jones will call Angelina to confirm the meeting place.,0.9491525423728815
22,samsum,1576045.684117238,1.4957716090139002,1.4957716090139002,101.61979214206858,"Bella wants to talk to Clara about something, but it's not dramatic. They plan to meet after 7:30 and have a snack and drink. Bella will bring the wine.",0.6944444444444445
23,samsum,1576047.180193493,1.8777528130449357,1.8777528130449357,105.977740316791,"Gary is driving for Uber and loves it, despite Ellie's initial reservations. He's met many cool people and is having a great time, which surprises Ellie given his usual awkwardness around new people.",0.4931506849315068
24,samsum,1576049.058293733,2.396636354038492,2.396636354038492,57.16344900182536,Elena wishes Dorothea a happy birthday and hopes all her dreams come true. Dorothea is celebrating with Tom and plans to eat out in town.,0.9583333333333334
25,samsum,1576051.455237304,1.970292274840176,1.970292274840176,130.43750071082576,"Charles and Camilla are planning to visit the German markets in Birmingham and Manchester this weekend. Charles is looking forward to trying the sausages and beer, while Camilla is interested in trying the mulled wine, which Charles recommends. Camilla hasn",0.6881720430107526
26,samsum,1576053.425828105,1.6383756790310144,1.6383756790310144,55.54281668403439,"Mary is broke and asks Carter to lend her a few bucks, which he agrees to do after an hour.",0.761904761904762
27,samsum,1576055.064566251,2.034146387130022,2.034146387130022,48.17745695198871,"Chloe hasn't watched the series Biwott told her about yet, but plans to watch it over the weekend.",0.9230769230769231
28,samsum,1576057.099112886,2.394652602961287,2.394652602961287,91.87136360737358,"Iris is trying to remove herself from an expense in the group, but it involves a person who has left the group, so she needs to add them back to edit it. Luke suggests deleting the expense and re-adding it. Iris tries to",0.6461538461538462
29,samsum,1576059.494085505,2.3271916140802205,2.3271916140802205,18.90690896864124,Alex will join Huda for swimming in 2 hours.,1.0
30,samsum,1576061.821604497,2.0491936260368675,2.0491936260368675,111.75127478943271,"Tina and Steve are planning to have pasta for dinner with broccoli, ham, cheese, and cream, which is Steve's favourite. However, they need to do some shopping after work, and Steve offers to help Tina with the shopping list as he",0.5569620253164557
31,samsum,1576063.871112631,1.1796788179781288,1.1796788179781288,70.35813370138754,"Christie and Katie are both tired after the party, but they agree it was great fun.",0.7741935483870969
32,samsum,1576065.051161138,2.1454644890036434,2.1454644890036434,119.32148087843056,"Jess had a dream about being a lion tamer and wondered if it meant she should go to Africa. Her friends Lynn and Charlie joked about the dream, but then started discussing the meaning of dreams. They talked about how dreams can reflect our subconsciousness",0.7083333333333334
33,samsum,1576067.196926644,2.5181066340301186,2.5181066340301186,68.30528845584334,"Sophie is waiting for Tina to arrive so they can catch the bus, which is leaving in 3 minutes. Tina is almost there and is already dressed, but Sophie is getting impatient.",0.425531914893617
34,samsum,1576069.715394565,0.781292247120291,0.781292247120291,97.2747397406322,Louisa offers to lend Thelma her red velvet dress so she can look wonderful.,0.6363636363636364
35,samsum,1576070.497038739,2.1014573520515114,2.1014573520515114,40.44812040416629,"Tobias and Trevor are going to grab a beer after work, meeting at Tobias' place at 9.",0.9696969696969697
36,samsum,1576072.598858998,2.1451110730413347,2.1451110730413347,71.32497795700475,"Anna is promoting an app that helps people choose what to wear, and Peter is skeptical, but Anna suggests they play a game to demonstrate its usefulness.",0.52
37,samsum,1576074.744366948,2.937851933063939,2.937851933063939,71.82118255358917,"Peadar invites friends for a drink, but Clare and Annette are unavailable. Annette is home sick with lung lurgy. Oli asks if people are at Jesus bar, and James says he's heading there. Anne double books herself,",0.20833333333333334
38,samsum,1576077.682519708,2.665777881862596,2.665777881862596,89.65488146109503,"Martin wants to talk to Nicole about something, but prefers to do it in person. Nicole is busy at work due to recent resignations, but Martin eventually tells her that he's asexual, which he thinks could be a problem in their relationship.",0.543859649122807
39,samsum,1576080.348579566,1.2053507769014686,1.2053507769014686,115.31912756328072,"Dan will split the BBQ costs equally among everyone who ate, but those who didn't eat can remove themselves from the Splitwise transaction.",0.6521739130434783
40,samsum,1576081.554301062,1.5509643040131778,1.5509643040131778,105.09590683565794,Andrea is taking her sick son to the doctor and will be absent from work for a couple of days. Patrick is okay with this and wishes Andrea's son a speedy recovery.,0.8135593220338984
41,samsum,1576083.105515361,1.692969932919368,1.692969932919368,150.03219789143023,"Guido is having trouble understanding Agata's posts on Facebook, but she explains that they are actually her Twitter posts being shared on Facebook. She also corrects him that she is learning JavaScript, not Java. Guido is impressed by her enthusiasm for",0.6206896551724138
42,samsum,1576084.798772551,2.14556766115129,2.14556766115129,111.39243209498926,"Julia and Gail discuss their social media habits, with Gail jokingly admitting to ""spying"" on their friends by looking at their posts. They share examples of friends who post about their interests but don't actually follow through, such as",0.20967741935483872
43,samsum,1576086.944640088,2.3375209351070225,2.3375209351070225,59.03690440902157,"Robert visited his old office to grab coffee with Gabriel, but Gabriel had quit a month ago and is now at home considering his next steps.",0.9433962264150944
44,samsum,1576089.28251619,1.633394552860409,1.633394552860409,37.95776096560704,Willy and Vinny will carpool together a couple of days a week.,1.0
45,samsum,1576090.91624075,2.597371093928814,2.597371093928814,85.85604133396572,"Quinn and Kyle are going out tonight after school is over for a bit. Kyle is leaving school at Easter and is working for his uncle at a building site, while Quinn has GCSES and is stuck in school. Quinn is jealous of Kyle's",0.5765765765765766
46,samsum,1576093.51389047,1.4427510870154947,1.4427510870154947,110.20612039801732,"Mark and Jeff are excited about a new car and are eager to be the first one to try it out, with Mark willing to bet Jeff $100 that he'll get to drive it first.",0.7647058823529411
47,samsum,1576094.956976544,1.3502494569402188,1.3502494569402188,72.57918119965507,"Grace asked Mike to refill the hand sanitizer by the restrooms, and he agreed to do it right away.",0.5714285714285714
48,samsum,1576096.307549568,1.224440644029528,1.224440644029528,117.60472073689786,Jill is bored and needs to find a job. She has already watched everything on YouTube. Nate is still at work and will call Jill when he gets off.,1.0
49,samsum,1576097.532281968,1.6997139658778906,1.6997139658778906,62.36343415890669,Alexa confessed to Hunter that she asked Ethan to insult him because she was jealous of their interaction.,0.28571428571428575
50,samsum,1576099.232326982,1.4019874189980328,1.4019874189980328,106.27770119826522,"Anne hates Miranda because she called Tom, who Anne is dating, and was being sweet to him, which Anne thinks is an attempt to take Tom away from her.",0.7142857142857143
51,samsum,1576100.634574686,1.950343650067225,1.950343650067225,36.40384093211099,"Gene sent a package to Jack on Friday, but Jack hasn't received it yet.",1.0
52,samsum,1576102.585250303,2.2972953871358186,2.2972953871358186,57.02357682584557,"Greg needs to stay after hours and asks Betsy to pick up Johnny, but she can't because she also has to work long hours on Tuesdays.",1.0
53,samsum,1576104.882913407,2.722126394044608,2.722126394044608,87.06428934325092,"Rael hates his job and is considering quitting, but Zach suggests he consider a career in IT, which he thinks is a good place to work with good money and no stress. Zach offers to help Rael get started with online courses and connect him",0.5892857142857143
54,samsum,1576107.605329287,1.0342418900690973,1.0342418900690973,87.98715356029558,"Natalia, Harriet, and Lara agree to book a flight today to avoid it getting more expensive.",1.0
55,samsum,1576108.639911173,1.6805561580695212,1.6805561580695212,57.71898757101059,"Natalie asks Monica to send her the recipe for her famous cheesecake, and Monica sends it to her.",0.7878787878787877
56,samsum,1576110.320795659,3.129683582112193,3.129683582112193,88.50734993888915,"Nancy and Phil discuss the benefits of reading news online, with Phil preferring a one-stop-shop for news and Nancy suggesting it might have a fashion section. Vic prefers Facebook for interacting with others, but Phil explains that Twitter is intended for getting news quickly",0.42592592592592593
57,samsum,1576113.450759427,0.8062798290047795,0.8062798290047795,107.90298463423954,"The guy with dreads is considered awkward but also cool by Dan, while Amanda is unsure.",1.0
58,samsum,1576114.257445065,1.9615180569235235,1.9615180569235235,113.17764790204804,"Jane asks David if he's coming home for Christmas and if he knows what his dad would like for a gift. David suggests an iPad, which Jane thinks is a good idea, and David offers to order one online and have it shipped home.",0.9777777777777777
59,samsum,1576116.219261469,3.0642982579302043,3.0642982579302043,74.07895083728837,"Sebastian is happy with his life in the past year, having learned to be resourceful and responsible, and is able to pursue his dreams. He is also in a loving relationship. Kevin is happy for him, but feels envious and wishes he",0.6782608695652174
60,samsum,1576119.283839813,0.6298300470225513,0.6298300470225513,52.39508682699989,Tony has shared a photo of a cat.,0.6666666666666667
61,samsum,1576119.913986527,2.290570313110948,2.290570313110948,53.261844572806496,"Colin tells Ava that she is officially shorter than penguins because their average height is 162cm, and Ava is 158cm tall.",0.975609756097561
62,samsum,1576122.204893638,1.3579609191510826,1.3579609191510826,83.21299855274256,"Natalie wants to go to the new club at Regents Street with Judy, who is going on Saturday with Miranda and Helen.",1.0
63,samsum,1576123.563187925,1.241501647979021,1.241501647979021,45.91214203604761,Tiffany asked Railey to buy her a burger on his way home.,0.7272727272727272
64,samsum,1576124.804979669,2.050152258016169,2.050152258016169,54.630088844414345,"Precious asked Rhonda to send the content for the November email blast, but Rhonda told her it's on the Dropbox.",0.975609756097561
65,samsum,1576126.855477284,2.4450141759589314,2.4450141759589314,76.48217414799194,Kate broke her arm and needs to know if her medical insurance covers hospital costs. Greg suggests she call Linda or ask someone at the reception to find out what kind of package she has.,0.6
66,samsum,1576129.300771376,1.5479022590443492,1.5479022590443492,120.80866146900702,"The group is discussing and mocking Donald Trump for not attending a ceremony, calling him names such as ""pussy"", ""sissy boy"", and ""snowflake"", and making jokes about his hair and makeup.",0.7945205479452055
67,samsum,1576130.848950542,1.4419798909220845,1.4419798909220845,44.383420603095054,Randolph asks Maya to buy 5 packs of earplugs from the pharmacy.,1.0
68,samsum,1576132.29126355,1.8505060819443315,1.8505060819443315,88.62440475077217,"Olivia needs to do her accounts and upload some videos to YouTube. Jake has also had issues with copyright strikes on his videos, including a claim from Sony Music.",0.5846153846153845
69,samsum,1576134.142128919,0.9077652730047704,0.9077652730047704,91.43332805105427,Mia and Steven are going to the movie at 9pm and will meet for Chinese food at 8pm.,0.7000000000000001
70,samsum,1576135.050411834,1.636551819043234,1.636551819043234,51.32743065178855,"Sara will do the washing up, but only after she gets back from the cinema with Jack.",0.48780487804878053
71,samsum,1576136.68730261,1.4186616051010787,1.4186616051010787,62.03029650170173,Paul will be late coming home and will call Lena in 15 minutes to explain what happened.,0.7999999999999999
72,samsum,1576138.106316303,0.8528053010813892,0.8528053010813892,102.01625141129016,"There is a car accident on Circle Drive, but fortunately, there are no reported deaths.",0.8235294117647058
73,samsum,1576138.959512902,1.5107940989546478,1.5107940989546478,72.14748857929716,"Iris is excited because her husband, Pete, has been interviewed, which makes him famous in her parents' eyes.",0.8484848484848485
74,samsum,1576140.470634837,1.8500929430592803,1.8500929430592803,78.37444088632142,"Derek asks Judy to feed his animals on Friday and Saturday, and she agrees. He will give her his keys on Thursday and provide more details later.",0.7755102040816326
75,samsum,1576142.321066597,1.6074137690011412,1.6074137690011412,115.71382775673358,"Wayne's daughter Tommy got home from the station by bus because her mother was already at school. Tommy enjoyed the weekend, especially angling, and is looking forward to doing it again.",0.676923076923077
76,samsum,1576143.928737112,2.028956055874005,2.028956055874005,46.329243912336985,Tilly is running late because she had to go to detention and will be home in about 40 minutes.,0.8292682926829269
77,samsum,1576145.958038564,1.8167466619051995,1.8167466619051995,43.48432374008256,Carmen is offering to help Viola with her wedding preparations on Friday night.,1.0
78,samsum,1576147.775103033,1.4369307740125803,1.4369307740125803,82.81540221154603,William is making spaghetti and needs Olivia to buy fresh tomatoes. Beth will also get some chocolate for after dinner.,1.0
79,samsum,1576149.212335453,3.02033087098971,3.02033087098971,77.47495555787312,"Leah met a creepy guy at a poetry reading who seemed to know a lot about her, including her friends, after he googled her. He thought she had a crush on him because she liked a post on Facebook announcing that he would be accompanying",0.5826771653543308
80,samsum,1576152.2329571,1.5295751900412142,1.5295751900412142,79.10693164207224,"Jasmine and Paola are listening to Charlie Puth's new song and Galway Girl, which Paola has been listening to repeatedly.",0.6666666666666667
81,samsum,1576153.762885977,3.152631871867925,3.152631871867925,77.07845694525166,"Stanley is upset with his girlfriend Del because she accused him of having an affair after he told her he couldn't go for the weekend due to work. He's considering giving up on the relationship. Bill is concerned about the Lidem project, which",0.7627118644067796
82,samsum,1576156.915806615,1.4579734329599887,1.4579734329599887,89.16486203460718,Ali thinks he left his wallet at Mohammad's place and asks him to check. Mohammad finds it and agrees to bring it to uni tomorrow.,0.6666666666666667
83,samsum,1576158.374123655,1.091178542934358,1.091178542934358,73.31522464221746,"Tanya is relieved to hear that Rosie is feeling better, but not fully recovered.",0.7692307692307692
84,samsum,1576159.465691376,2.5788606700953096,2.5788606700953096,77.16585944623574,"Igor is demotivated at work and has a lot to do before his notice period ends. John advises him to grit his teeth and get the work done, suggesting that how he ends things will reflect his character.",1.0
85,samsum,1576162.044838012,1.4200514340773225,1.4200514340773225,111.26357553567094,"Kamden hasn't been on social media but uses Facebook chat to stay in touch with friends, including McKinley, who uses Facebook to keep in contact with people.",1.0
86,samsum,1576163.465192323,1.175471608992666,1.175471608992666,114.8475207458986,Chris and his friends pushed some girls into the pool and got them to undress because they were already wet. June thinks this is awful.,1.0
87,samsum,1576164.641250215,1.2610969359520825,1.2610969359520825,108.63558232069606,"Vincent broke his lamp with his bare hand while playing with his cat, and has ordered a new one that will be ready to pick up on Tuesday.",0.9285714285714286
88,samsum,1576165.902955553,1.311969389906153,1.311969389906153,32.01294201155434,Tobias found Natalie's wallet in her room.,1.0
89,samsum,1576167.215258161,2.643959936918691,2.643959936918691,65.81037691621837,"Margaret and Evans will meet on December 4th at 10:00 and on December 11th at 11:00. They are unsure about meeting on December 18th, but may meet on December 14th if Evans is",0.9859154929577464
90,samsum,1576169.859496644,1.7778683020733297,1.7778683020733297,123.74369898121168,"Jeff asks about the agreement, and Vladimir explains that it will have a special legal status because it's neither a sea nor a lake. They will divide the seabed and it's rich in resources, including gas, oil, and caviar.",0.684931506849315
91,samsum,1576171.637665152,2.039211984956637,2.039211984956637,81.40399390773977,"Aimee is looking for Maryam and has tried calling her and visiting her home, but can't find her. Soren suggests that Maryam might have gone somewhere with her father.",0.8301886792452831
92,samsum,1576173.677189733,2.4897671800572425,2.4897671800572425,77.9189321611749,"Charlie's sister just passed her last exam at university and they want to celebrate. They're planning to go out tonight and Frank is interested, but will wait for more details before confirming.",0.7169811320754718
93,samsum,1576176.16726197,1.1808086540549994,1.1808086540549994,37.26259953202425,Patricia asks George to call her in an hour.,1.0
94,samsum,1576177.348390791,1.498858633916825,1.498858633916825,41.364808259456254,Joe invited Pete to watch Deadpool 2 with his friends tonight.,0.9565217391304348
95,samsum,1576178.847572932,2.2965417499653995,2.2965417499653995,39.18935939281573,Isabella thanks Betty for sharing about her work and invites her to do something together.,0.9655172413793104
96,samsum,1576181.144431759,1.1250254542101177,1.1250254542101177,71.99837096741092,"Tom and Elena are standing a few meters away from Jeffrey, but he can't see them.",1.0
97,samsum,1576182.269854582,2.1369336179923266,2.1369336179923266,45.860104953598,"Milena, Kate, and Regina had a good presentation with a small but interested audience of 3 people.",0.36
98,samsum,1576184.407132847,1.1478153499774637,1.1478153499774637,128.94060007378877,"Bella and Eric's boss appreciated their decision to dismiss a potential client, as he was looking forward to bringing in a competitor of the client.",0.7924528301886792
99,samsum,1576185.555496309,1.8383898930624127,1.8383898930624127,66.90637305185848,"Ryan and Jack are going to the casting for ""So you think you can dance"". Jack is excited and invites Ryan to come with him.",0.8444444444444444
100,samsum,1576187.394253149,2.755866084014997,2.755866084014997,82.73261219856838,"Sonia and Toni are reminiscing about their trip to San Sebastian last year. Toni recommends an Airbnb place they stayed in, which was small but had a great location next to the Playa de la Concha. Sonia is planning a trip to San",0.44247787610619477
101,samsum,1576190.150438869,2.6497194902040064,2.6497194902040064,92.46261761132196,"Nathan and Deborah are packing for a trip and making plans for the next day. They will take the girls to the forest with their grandparents, and Nathan and Deborah will have some alone time to ride their bicycles to a cliff. Nathan has a dentist",0.6356589147286822
102,samsum,1576192.800480266,2.462176071945578,2.462176071945578,96.25631680057953,"Ross wants to do karaoke tonight and Chandler agrees, but only if he can record everything. Ross is excited and thinks girls will love it too. Chandler is teasing him and making fun of the idea, but eventually agrees to go along with it.",0.5142857142857142
103,samsum,1576195.262953624,1.79482514411211,1.79482514411211,121.46029974849912,"Judy is attracted to jerks, including Andrew who only wanted to sleep with her and then stopped contacting her. She also mentions Bruce, who is a sweet and caring guy, but she doesn't feel the same level of attraction.",0.840909090909091
104,samsum,1576197.058095884,1.6442457048688084,1.6442457048688084,104.60723691762576,"Kristina and Estefania are watching America's Top Model on TV, and Estefania wants to look like Tyra Banks. Jannette joins in, having just arrived home, and shares a photo.",0.7457627118644068
105,samsum,1576198.702718947,1.5208618040196598,1.5208618040196598,61.14954018451884,"Avril invites Frank to join her for horse racing on the weekend, and he agrees to come along.",0.8333333333333334
106,samsum,1576200.223921248,1.055495253065601,1.055495253065601,90.00514187447092,"Jim helps Finn track his shipment, which has left the warehouse and will be delivered tomorrow.",0.7894736842105263
107,samsum,1576201.279744496,1.7550232158973813,1.7550232158973813,79.77102452654165,"Tom and Ben are meeting at 2pm in the Oval Room to discuss a contentious issue, and Tom is warning Ben to be prepared for a fierce argument.",0.4615384615384615
108,samsum,1576203.03514342,1.9682988829445092,1.9682988829445092,95.00589652332386,Karen is stuck in traffic on the road from the swimming pool to Waitrose due to blocked roads and vans. Peter is working on a presentation for the repairs team and is not leaving until 6.,0.5070422535211268
109,samsum,1576205.003737199,1.870440876111388,1.870440876111388,98.90716267098033,"Jose, Ricky, and Amanda wish each other a Merry Christmas and a Happy New Year, and look forward to their upcoming adventures, including traveling to Cuba, Mexico, and Thailand in 2019.",0.8666666666666666
110,samsum,1576206.874470481,2.068951418157667,2.068951418157667,104.88404807167068,"Jen is fed up with her boyfriend and wants him to move out because he's being a pain and owes her money. Jane advises her to get rid of him, saying she was right to be skeptical of him from the start. Jen feels guilty",0.37878787878787873
111,samsum,1576208.943709496,2.0300103980116546,2.0300103980116546,56.15734782031669,"Emma and William are waiting for William to return with Shake, but he's been in line for 20 minutes due to a rush.",0.7659574468085107
112,samsum,1576210.974107691,2.000814086990431,2.000814086990431,92.46236379626448,"Marta thinks Jay is a pathological liar because he claims to have a lot of money and travel the world, but she found out he actually lives in a small apartment in the outskirts of town.",1.0
113,samsum,1576212.975227814,2.003904242068529,2.003904242068529,131.2437962247729,"Claire and Aaron are attending a conference at school about relations, where Aaron is giving two lectures and hosting the event. Claire is interested in attending Jo's workshop on teamwork and Aaron recommends a mindfulness workshop, which he found life-changing.",0.923076923076923
114,samsum,1576214.979443693,1.6241740558762103,1.6241740558762103,101.59009707305398,"Ann congratulates Sue and Julie on their achievement, saying they did great. They're glad it's over and Ann suggests a celebration tonight, which they both agree to.",0.6190476190476191
115,samsum,1576216.603902345,1.128490827977657,1.128490827977657,107.22284754129667,"David wants a new tattoo but can't decide on a design, Mike suggests getting one together but doesn't have any ideas yet.",0.7083333333333334
116,samsum,1576217.732915005,1.85783470608294,1.85783470608294,144.79221381710528,"John plays a game where players from around the world battle each other in tank squadrons, but the game prevents higher ranked players from interacting with lower ranked ones. Andrew compares this to World of Warcraft, where a player with a lot of experience can easily",0.5970149253731344
117,samsum,1576219.591081929,3.199251236161217,3.199251236161217,68.453517349509,"Dima's laptop is broken after the cat spilled coffee on it, and she needs to deliver a translation tomorrow. Nada lends Dima her laptop, which is a huge relief, and they discuss the importance of having a backup laptop.",0.7297297297297296
118,samsum,1576222.790629782,2.222707419889048,2.222707419889048,90.43025555294788,"Stefano and Josie discuss Umberto Eco's novel Foucault's Pendulum, which Josie finds weird and nerdy. Stefano defends Eco's work, suggesting that it's not all about pizza and mafia. Josie mentions that",0.5249999999999999
119,samsum,1576225.013627078,2.137813499197364,2.137813499197364,111.79646872364306,"Fiona is preparing a dinner for Chris and wants to make a tart that Tina made. Tina agrees to help and they start preparing the tart, but Fiona admits she bought the crust and made a mistake with the filling last time, ending up with lemon",0.6913580246913581
120,samsum,1576227.151748135,1.0241893059574068,1.0241893059574068,52.7246278455535,Ewan graduated and his uncle Jayson congratulated him.,0.9333333333333333
121,samsum,1576228.176260187,2.029066751943901,2.029066751943901,134.05177515200847,"Bobby is annoyed by pharmaceutical companies inventing illnesses to sell medical products, and he believes they are lying to people. He found a commercial for a non-existent illness and discovered that it was actually a product being sold as a medical treatment. He thinks",0.6732673267326731
122,samsum,1576230.205626365,2.538185517070815,2.538185517070815,78.40246454075402,Adele is still listening to a song Kode recommended and is impressed that it's been in Kode's music library for 3 years. Kode offers to give Adele the whole album on a USB drive and says he's free to,0.6136363636363638
123,samsum,1576232.744135489,3.092705257935449,3.092705257935449,81.15871997694222,"David and Victor discuss Victor's takeover of Chris's company, which was in debt. Victor accommodated Chris's team in his own office, allowing Chris to still work as Director. David appreciates Victor's help and they discuss the slow market, expecting",0.8842105263157894
124,samsum,1576235.837150824,1.3672492899931967,1.3672492899931967,80.4535067636037,"Miriam invited Pegah over to her place, but Pegah will be late, returning at 22:00 after working a late shift.",0.5283018867924528
125,samsum,1576237.204946787,2.0675891218706965,2.0675891218706965,95.76370754981298,"Steffen is handicapped due to a twisted ankle and needs a ride to the infinity pool, but Irene's car can't make it up the hill, so they'll park at the bottom and hike up. Steffen decides to skip it.",0.7341772151898734
126,samsum,1576239.272857385,2.374879535054788,2.374879535054788,46.318138826128845,"Jeremih wants Hansel to tell his sister to text back, but Hansel doesn't want to get involved in their issues.",1.0
127,samsum,1576241.648156409,2.892901149112731,2.892901149112731,71.90014082015722,"Katy and Ana are going to see a film by Lola Arias and invite Carlton to join them. The film is about the making of a play that Carlton saw last year, which is on a subject that Lola Arias has worked on. They",0.41904761904761906
128,samsum,1576244.541352873,1.6460933161433786,1.6460933161433786,120.89229574556308,"Duncan wishes Carl good luck in the championship, and Carl is confident in his new 6-speed hydraulic shift gearbox. Duncan and his friends will attend the championship to watch Carl's cousin compete.",0.2898550724637681
129,samsum,1576246.187734496,1.74799485784024,1.74799485784024,121.85390537314004,"Will asks Emma what she wants for dinner, but she tells him not to worry about it and that she's not hungry. She says she'll be home soon and Will offers to pick her up, but she declines. They exchange ""I love you",0.3376623376623376
130,samsum,1576247.936045371,1.2581208350602535,1.2581208350602535,107.3028887511704,"Marcus will pick Mark from the airport in Sydney on Thursday at 4 PM, after Mark's flight lands and he has time to reclaim his luggage.",0.6
131,samsum,1576249.19485387,2.3855227110907435,2.3855227110907435,104.37963924734493,"Inez proposes a new Food Evening and shares a photo of her idea. The group is excited and happy about the prospect of another evening together. They discuss the previous evening's event, which was a success, and decide to explore more world cuisines",0.5063291139240506
132,samsum,1576251.580676427,1.7913746139965951,1.7913746139965951,40.19259815196692,Linda missed the train and the return ticket to Amsterdam cost 80 euros.,0.5
133,samsum,1576253.372393738,1.5478124499786643,1.5478124499786643,35.53402093435683,Daniel and Missy are going to have drinks after dinner.,0.8421052631578948
134,samsum,1576254.920520964,2.1564485479611903,2.1564485479611903,91.81763236929471,"Kaylin and Amir are joking about a picture of Cynthia with crazy hair, and then they start making jokes about tomorrow, which Amir doesn't feel like. They're both setting multiple alarms to wake up.",0.6153846153846154
135,samsum,1576257.077287198,2.2740421849302948,2.2740421849302948,65.96183702924486,"Alex wants Martin to buy milk, but Martin just bought some yesterday. Alex is craving milk and Martin agrees to buy more, finishing his project first.",0.6415094339622641
136,samsum,1576259.351747342,1.8248696771916,1.8248696771916,118.36461677220434,"Linda asked Helen if Jamie was at school, and Helen said yes, but Jack is sick with a high fever and terrible cough. Linda's son had the same illness last year. Helen recommends a pediatrician, Dr. Tornez, who treats",0.4819277108433735
